,title,year,duration,genres,rating,synopsis,directors,stars
313,Mine de rien,2020.0,85,"
Comedy            ",5.5,"
In a small town in the North of France, a region that was the flagship of the mining industry for many years, young and old alike are struggling to find work. While several former workers ...                ",Mathias Mlekuz,"Arnaud Ducret,Philippe Rebbot,Mélanie Bernier,Hélène Vincent"
314,The Garuda Kids,2020.0,129,"
Adventure, Biography, Comedy            ",8.5,"
Good Morning Indonesia, a school for poor orphans, invites seven children to become a team. But, jealousy and envy started because of the hidden love between them. They are sent to Europe without accompany, and the conflicts are exploded.","Faozan Rizal,Verdi Solaiman","Tissa Biani Azzahra,Violla Georgie,Ajil Ditto,Clairine Clay"
315,Royal Opera House Live Cinema Season 2019/20: The Sleeping Beauty,2020.0,180,"
Fantasy, Music, Romance            ",6.5,"
The prestigious Royal Ballet performs live from London's Royal Opera House Petipa's original choreography for the classical ballet ""The Sleeping Beauty"", with music by Tchaikovsky.",Kevin O'Hare,"Federico Bonelli,Lauren Cuthbertson"
316,MMA Diva,2020.0,86,"
Action            ",,"
Xin Lan owns a declining MMA club. After being defeated, she asks a retired MMA superstar to combat on her behalf to reclaim her honor and rebuild the club.",Jojo Tang,"Giselle Lam,Luvin Ching-Wai Ho,Margiela Kwok,Susan Yam-Yam Shaw"
317,Akademi,2020.0,105,"
Comedy            ",,"
An all star cast of Bruneian actors take the silver screen by storm as HANI (Liyana Yus) trains to become an elite security guard tasked with protecting one of Brunei's rarest natural treasures.",Siti Kamaluddin,"Nadiah Wahid,Liyana Yus,Ian Zulkifli"
318,Devil's Life,2020.0,125,"
Biography, Crime, Fantasy            ",,"
4 avengers of the apocalypse are trying to save the world paralyzed by a mysterious virus.",Nick Peterson,"Old-Nick,Vincent X. Hall,John Waterhouse,Alex Hall"
319,Miniblockbuster,2020.0,93,"
Sci-Fi            ",,"
        ","Florian Frerichs,Miguel Angelo Pate",Bruno Eyron
320,Dhauli,2020.0,92,"
Drama            ",8.0,"
A young couple from Bawariya Nomadic Tribe",Meenakshi Vinay Rai,"Anmol,Badal Arora,Devesh Bhardwaj,Shruti Rai"
321,A Fall from Grace,2020.0,120,"
Thriller            ",5.9,"
Disheartened since her ex-husband's affair, Grace Waters feels restored by a new romance. But when secrets erode her short-lived joy, Grace's vulnerable side turns violent.",Tyler Perry,"Crystal Fox,Phylicia Rashad,Bresha Webb,Mehcad Brooks"
322,Made in Abyss: Dawn of the Deep Soul,2020.0,113,"
Animation, Adventure, Drama            ",8.0,"
Riko, Reg, and their new friend, Nanachi, continue their journey down the Abyss and arrive at the 5th layer. But in order for them to continue to the 6th layer, they must encounter the haunting figure of Nanachi's past: Bondrewd the Novel.",Masayuki Kojima,"Miyu Tomita,Mariya Ise,Shiori Izawa,Inori Minase"
323,"My Donkey, My Lover & I",2020.0,96,"
Adventure, Comedy, Romance            ",6.5,"
A schoolteacher crashes her married lover's family vacation and befriends a donkey named Patrick.",Caroline Vignal,"Laure Calamy,Benjamin Lavernhe,Olivia Côte,Marc Fraize"
324,Divorce Club,2020.0,108,"
Comedy            ",5.3,"
After 5 years of marriage, Ben is still madly in love. Until the day he discovers--in public--that his wife is cheating on him: humiliated and dumped in the process.",Michaël Youn,"Arnaud Ducret,François-Xavier Demaison,Audrey Fleurot,Caroline Anglade"
325,The Host,2020.0,102,"
Crime, Horror, Mystery            ",4.9,"
An opportunity arises for Robert Atkinson, a London banker who risks his bank's money to leave the mundane behind to start a new life.",Andy Newbery,"Maryam Hassouni,Mike Beckingham,Dougie Poynter,Nigel Barber"
326,Alone,2020.0,81,"
Thriller            ",3.7,"
Follows a writer seeking peace and solitude in the countryside to recover from tragedy and finish her book. However, as the welcoming country house turns into hell, she soon realizes that her inner demons are not the worst of her problems.",Vladislav Khesin,"Elizabeth Arends,Sara Anne,Albina Katsman,Bailey Coppola"
327,Jai Mummy Di,2020.0,103,"
Comedy, Drama, Romance            ",3.7,"
Jai Mummy Di is a light-hearted family comedy that portrays the trials and tribulations a couple has to undergo due to the dynamics between their respective mothers.","Navjot Gulati,Kumar Anil","Poonam Dhillon,Supriya Pathak,Sunny Singh,Sonnalli Seygall"
328,Helene,2020.0,121,"
Biography, Drama, History            ",6.1,"
A story of renowned Finnish painter Helene Schjerfbeck, and the love affair between her and a younger art critic Einar Reuter.",Antti J. Jokinen,"Laura Birn,Johannes Holopainen,Krista Kosonen,Pirkko Saisio"
329,Karakomik Filmler: Deli,2020.0,60,"
Comedy, Drama            ",6.5,"
In the first part of Karakomik Filmler's sequel, Deli (Crazy) is about a taxi driver who's biggest wish is to sit across his loved one one day to get lost in her eyes. Trouble finds him while he's out working the night shift.",Cem Yilmaz,"Cem Yilmaz,Büsra Develi,Özkan Ugur,Cem Davran"
330,Last Letter,2020.0,120,"
Romance            ",6.9,"
It is only at their sister's and mother's funeral when a woman meets her niece after many years. The niece is now a grown girl. The sister takes on the task of informing the deceased's ...                ",Shunji Iwai,"Hideaki Anno,Masaharu Fukuyama,Suzu Hirose,Ryûnosuke Kamiki"
331,Me contro Te - Il film: La vendetta del Signor S,2020.0,64,"
Comedy, Family            ",1.6,"
Luì and Sofì fight the terrible Signor S once again, this time he will be revealed to the public!!!",Gianluca Leuzzi,"Sofia Scalia,Luigi Calagna,Michele Savoia,Antonella Carone"
332,Karakomik Filmler: Emanet,2020.0,60,"
Comedy            ",5.6,"
In the second part of Karakomik Filmler's sequel, Emanet is about an amateur dancer who dreams of fame. He tries to realise it by demonstrating his skills on TV, in a talent show.",Cem Yilmaz,"Cem Yilmaz,Çaglar Çorumlu,Özge Özpirinçci,Tülin Özen"
333,Türkler Geliyor: Adaletin Kilici,2020.0,125,"
Action, Drama, History            ",4.4,"
The period after the Sultan Mehmed II (the Conqueror) conquered Constantinople, moving towards Europe in the fifteenth century , and Sultan Mehmed's determination to spread Islam in Europe by the superb morals of Muslims then.",Kamil Aydin,"Emre Kivilcim,Levent Özdilek,Ece Çesmioglu,Ebru Özkan"
334,Felicità,2020.0,81,"
Comedy, Drama            ",6.6,"
For Tim and Chloe, happiness is day-to-day and unattached. But tomorrow summer ends. Their daughter, Tommy, is going back to school and this year, they promise, she won't miss that big date.",Bruno Merle,"Pio Marmaï,Rita Merle,Camille Rutherford,Orelsan"
335,Who Wants Me Dead?,2020.0,86,"
Thriller            ",5.3,"
After the death of her estranged sister Nikki, with whom she hadn't seen since they were separated in foster care, Carly is surprised to learn that she is named in Nikki's will as guardian ...                ",Lisa France,"Karynn Moore,Jade Harlow,Rosalie McIntire,Robert Adamson"
336,Pelle Svanslös,2020.0,67,"
Animation, Family, Musical            ",5.5,"
The kitten Peter-No-Tail lives a wonderful and protected life in the countryside with the girl who loves him so much. After a terrible storm, he ends up alone in the city of Uppsala, a foreign world to him.",Christian Ryltenius,"Adam Pålsson,Christopher Wagelin,Li Hagman,Olof Wretling"
337,Khatre Da Ghuggu,2020.0,118,"
Comedy, Drama            ",5.9,"
'Fateh' works as a RJ to earn money and fulfill his childhood dream of becoming a singer. From his huge fan following, he meets 'Meet' who falls in love with him. But as always this path is not so easy.","Aman Cheema,Shivtar Shiv","Anurag,Robby Atwal,Ashwini Bhardwaj,Raj Dhaliwal"
338,Lucky,2020.0,90,"
Comedy            ",4.6,"
Willy and Tony have a brilliant idea for getting out of it financially: stealing a dog from the brigade des stups. But everything does not go as planned and the two accomplices will have to rely on the most corrupt of the cops.",Olivier Van Hoofstadt,"Michaël Youn,Alban Ivanov,Florence Foresti,Sarah Suco"
339,Conjuring: The Book of the Dead,2020.0,72,"
Horror            ",3.2,"
A writer of graphic novels who is given the task of writing a biography on the foremost occultist Aleister Crowley. Things start to go wrong when he discovers a rune inserted in Crowley's diary when visiting New Orleans.",Richard Driscoll,"Steven Craine,Michael Madsen,Tom Sizemore,Lysette Anthony"
340,Awasaan,2020.0,101,"
Drama            ",8.6,"
This film tells the story of a 27 year old boy named Satyawan Shukla who hails from Prayagraj and from a lower middle class family. His father is a poor priest and mother house wife, his ...                ",Rajat Kumar Chaturvedi,"Arjun Chakrabarty,Trishala Idnani,Sarvagya Jain,Santosh Kaushik"
341,Bunker,2020.0,98,"
Drama, War            ",7.2,"
Lt. Vikram Singh is a lone survivor in a Bunker, at Poonch (Kashmir), after being hit by a mortar shell during a ceasefire violation.",Jugal Raja,"Abhijeet Singh,Arindita Kalita,Gaurav Gupta,Dileep Singh Kushvaha"
342,Doi Mat Am Duong,2020.0,100,"
Comedy, Drama, Fantasy            ",4.8,"
The story begins after Trang recovers from a car accident coma and loses her memory. She starts seeing a ghost of a lady with blood-filled eyes wandering around her. She decides to investigate the case and discovers unimaginable secrets.",Nhat Trung,"Huynh An,Huu Chau,Ngan Chi,Nguyen Trung Dan"
343,Uriyadi,2020.0,136,"
Comedy, Mystery            ",5.1,"
Movie revolves around the annual Onam celebration, happening in a police residential quarter. It offers a unique sneak peek into the everyday life's of police personnel and their family, covering their little joy and sorrows.",John Varghese,"Sreenivasan,Siddique,Aju Varghese,Indrans"
344,Lata Bhagwan Kare,2020.0,128,"
Biography, Drama            ",9.6,"
To save her husband from fatal condition 65 years old women participate and won in Exclusive Marathon.",Naveen Deshaboina,"Radha Chavan,Rekha Gaikwad,Bhagwan Kare,Lata Kare"
345,Kem Chho?,2020.0,142,"
Drama            ",6.9,"
Mayur is a married middle-class man and that becomes his biggest problem. Juggling between various expectations of friends, family, and society, Mayur is in search of a solution as we all are. But does such a solution really exist?","Yagnik Kumar,Vipul Sharma","Tushar Sadhu,Amar Ahir,Heena Akolkar,Vishal Algotar"
346,Mott Haven,2020.0,96,"
Drama            ",6.0,"
Hal (Robert Davi), a former radio mogul who has fallen on hard times, enlists the aid of a beleaguered businessman (Paul Wilson) to battle a thuggish superintendent (Chuck Zito) and the forces of gentrification in the South Bronx.",Michael Domino,"Robert Davi,Chuck Zito,Paul Wilson,Deborah Green"
347,Al Mallu,2020.0,128,"
Drama, Romance, Thriller            ",3.6,"
Nayana was cheated by her prospective fiancee, but when he does the same to a dear friend, she decides enough is enough",Boban Samuel,"Namitha Pramod,Anoop Majeed,Siddique,Miya George"
348,Sri Bharatha Baahubali,2020.0,164,"
Comedy            ",4.3,"
Bharatha and Baahubali lead a happy-go-lucky existence in a small town. Fate makes them meet Sri, an NRI girl, who is in India on a mission. What follows is a series of adventures and misadventures in the pursuit of Sri's goal.",Manju Mandavya,"Chikkanna,Achyuth Kumar,Manju Mandavya,Srinivasa Murthy"
349,The Memory Eraser,2020.0,105,"
Drama, Fantasy            ",5.3,"
Ryoichi Yoshimori is a university student. His girlfriend Kyoko Sawada is older than him, but he enjoys his time with her. After Ryoichi proposes to his girlfriend, she suddenly disappears ...                ",Yûichirô Hirakawa,"Tatsuomi Hamada,Kurumi Inagaki,Rika Izumi,Misako Renbutsu"
350,Mellow,2020.0,106,"
Romance            ",6.0,"
An owner of an upscale flower shop enjoys his single life and one day, a married customer approaches the shop owner to confess her feelings for him.",Rikiya Imaizumi,"Kei Tanaka,Sae Okazaki,Sara Shida,Erena Matsuki"
351,Our Communist Life,2020.0,81,"
Adventure, Comedy, Drama            ",,"
In the communist town of Lenin by the sea, the Harrison Ford family must hide their political views for their own survival against a tyrannical government.",Tyler Richards,"Tim Heath,Yvonne Reilly,Tegen Short,Jeryl Burgess"
352,Seven Love Flowers in the Heavenly Mountain under the Seven Swords,2020.0,82,"
Action, Drama, History            ",8.5,"
Nalan Rongruo leads the snake out of the cave for the three demons of Jiangbei who captured the captive woman, but at a critical moment, he was interfered with by Gui Zhongming, who was suffering from soul-exclusion, and the plan failed.",Ziwei Han,
353,AmarJyoti AkkaMahadevi,2020.0,137,"
Biography            ",8.3,"
AmarJyoti AkkaMahadevi is a Kannada movie staring Rajashri Thalange as AkkaMahadevi. This is a biography of an extraordinarily enlightened Shiva Yogini Akka Mahadevi from 12th Century. Akka...                ",Shankar Bijapur,"Rajashri Thalange,Pournima Tadalgi,Amruta Thalange,Minakshi Bagalkoti"
354,Istasyon,2020.0,66,"
Crime, Drama, Thriller            ",3.2,"
Hira falls into a mental hospital after losing her daughter on her birthday. Hira makes a detailed plan to take revenge on her daughter's killers. And she invites the murderers, who are ...                ","Volkan Adiyaman,Kadir Genç","Günes Cyrina Özek,Burak Ergün,Volkan Uygun,Alper Yildirim"
355,Uraan,2020.0,121,"
Drama            ",,"
Uraan narrates the story of a simple girl who wants to achieve something big in life. Keen to dedicate herself to the service of the suffering humanity, she plunges into an untold struggle to rid the village of the curse.",Tridib Raman,"Saheb Bhattacharjee,Srabanti Chatterjee,Subrat Dutta"
356,Five Point Three,2020.0,78,"
Drama            ",,"
Lets traverse through this musical ride. A bicycle journey. A kid- the inner voice. And find out the meaning of Five Point Three.",Vaibhav Dixit,"Aditya Sharma,Gagan Ahuja,Divya Bharti,Abbas Khan"
